1000
-0.874354,-0.837434035834718,-0.462405598719351,-0.975109799124342,-0.973365416791963
-0.97244,-0.948400278917874,-0.763723970299126,-0.969528264223313,-0.930709111641745
-0.977745,-0.959074541883972,-0.823118169971587,-0.971732539352362,-0.971735043643427
-0.986237,-0.966769786801303,-0.839920652588551,-0.969500332686579,-0.971706411520378
-0.966875,-0.953731767290813,-0.843143216204172,-0.979588713304125,-0.980620269236186
-0.974894,-0.952021137871548,-0.812443282954351,-0.985038829415567,-0.978148248157751
-0.984405,-0.961092645614661,-0.821976581787316,-0.982936732505668,-0.987138250832798
-1.00218,-0.975481465544937,-0.844615478794612,-0.981706699225955,-0.985861275694529
-0.984564,-0.966667956364693,-0.843341453377007,-0.991954345384615,-1.00626106145701
-1.01503,-0.986239086955466,-0.830909275392157,-0.998249902520525,-0.994918702950255
-0.998839,-0.983862756998929,-0.83427201362995,-1.01270527297619,-1.01889942980592
-1.02762,-1.00315538765911,-0.838619848914124,-1.0094473418943,-1.01200483645024
-1.02622,-0.994576034110049,-0.844656044481129,-1.0118283860699,-1.01537533058213
-1.0156,-0.973188345630177,-0.855799019873341,-1.0084908831188,-0.992626490343798
-0.963861,-0.939646035707206,-0.827924451262703,-0.988230834451202,-0.975695133151986
-0.971421,-0.906842261681842,-0.788638505266046,-0.92405140055245,-0.847722354641618
-0.700658,-0.666340330424921,-0.557249095446278,-0.954508406661035,-0.912557868994427
-0.833335,-0.839640846515695,-0.765471995360666,-0.891799552186756,-0.854929439557754
-0.991374,-0.931099690910813,-0.790542094187826,-0.916142231404578,-0.829470592927994
-0.837344,-0.828541699879821,-0.795226695255603,-0.843167224899245,-0.908450705152454
-0.857947,-0.835062983375218,-0.792994785135669,-0.84282168704615,-0.83515309306613
-0.82992,-0.799675861422686,-0.691612427660801,-0.846171477028779,-0.78989885849613
-0.711786,-0.693540195281846,-0.587612558729463,-0.820174318511931,-0.807261370686586
-0.746523,-0.72368507700656,-0.59628716404785,-0.834689434112362,-0.85137234473571
-0.974808,-0.943621460768716,-0.812287690933176,-0.906112353790378,-0.852126872214046
-0.959199,-0.93989513068758,-0.834096241049333,-0.949372150189264,-0.953058269191535
-0.963472,-0.950340840191587,-0.823834346434518,-0.958899818087154,-0.967996531494892
-0.980409,-0.950940764330083,-0.812939726785306,-0.969239578672475,-0.968825852309253
-0.980443,-0.947412088377358,-0.821132048287731,-0.966968317008792,-0.961744619099357
-0.949286,-0.924887706664156,-0.806249231676141,-0.949751376643469,-0.95292509763257
-0.959304,-0.926257915504876,-0.803844706184766,-0.944117367961251,-0.844922497888121
-0.700269,-0.742902762873561,-0.764329801957722,-0.964864395468954,-0.948362182654964
